uuids,acronym,pid,q_value,effect_hz,latency_ms,eid,subject,lab
919d3922-41e0-4d61-88b0-acd4f484a0ad,MRN,a4d9d9d5-6ea3-4234-aa28-e064e83626fa,1.4189124215296869e-151,15.52788844621514,75.00000000000001,9fe512b8-92a8-4642-83b6-01158ab66c3c,DY_020,danlab
cb021ff8-a841-4aab-b643-6763fe0ba13f,MRN,3c9c3757-32dd-40cf-83ec-5e21731ce9c5,1.9933806075864544e-151,13.787128712871286,95.0,cea755db-4eee-4138-bdd6-fc23a572f5a1,PL017,hausserlab
b91be3be-ef24-436b-b391-922fa34bf821,ORBl,99993a2b-588e-4c0c-bfec-e3dfb4f61534,4.973537143206227e-151,34.375,55.0,5569f363-0934-464e-9a5b-77c8e67791a1,NYU-30,angelakilab
33e1645e-87a2-4ef1-ad34-f51041b78499,ACAd,298e2a70-9801-45f0-b91c-d6bb9718427e,7.41817469710156e-151,23.804034582132566,75.00000000000001,5ec72172-3901-4771-8777-6e9490ca51fc,NYU-30,angelakilab
b56b216a-2422-46d4-bcab-3005ad0186dd,PAG,727ff7c4-d63f-4bd8-9888-f134a25b874f,1.3181581323301505e-150,32.398316970546986,35.0,952870e5-f2a7-4518-9e6d-71585460f6fe,ibl_witten_27,wittenlab
53964204-a0be-4afe-81f0-a4be4185de47,POL,a4d9d9d5-6ea3-4234-aa28-e064e83626fa,2.5563478000778127e-150,40.23904382470119,65.0,9fe512b8-92a8-4642-83b6-01158ab66c3c,DY_020,danlab
13b0d3cb-35f9-4b70-ae4e-78991b375336,NOT,81ef1ec7-dbcc-410f-9bff-b21a62a909fd,7.044904533304322e-150,50.87264150943396,114.99999999999999,29a6def1-fc5c-4eea-ac48-47e9b053dcb5,NR_0028,steinmetzlab
f1ede86d-c2aa-407b-9c47-7495cc2cce42,SIM,b3065f45-7227-4099-9f8c-7e81e677d8cf,1.6920993009679004e-149,41.68595041322314,65.0,1eac875c-feaa-4a30-b148-059b954b11d8,CSH_ZAD_022,zadorlab
24586c1e-8a25-4d0e-a10b-a30f06f271af,SUT,825ba9b8-ce03-49b7-b1a8-4d85ae2185af,3.509625451764498e-149,26.02910602910603,35.0,a6fe44a8-07ab-49b8-81f9-e18575aa85cc,KS044,cortexlab
f2835d1e-2684-464f-bf25-15468f7e28e1,ZI,4994543f-20e8-4421-adca-8739984e07ad,4.1405911290286375e-149,26.963869463869464,95.0,c557324b-b95d-414c-888f-6ee1329a2329,CSH_ZAD_025,zadorlab
