acronym,anatomical_group,n_pids,n_sessions,n_sessions_ge5,n_units,amplitude_hz,latency_ms,latency_gated_ms,trial_ci_low_ms,trial_ci_high_ms,trial_bootstrap_valid,p_value,passes_coverage,q_value,significant,latency_ci_low_ms,latency_ci_high_ms,bootstrap_valid
AUDd,Isocortex,7,7,6,133,5.679632777805693,128.0,146.0,,,0,0.013986013986013986,True,0.04279302786765473,False,26.000000000000004,132.0,1000
ORBl,Isocortex,8,8,7,199,3.4030627924211396,128.0,146.0,,,0,0.003996003996003996,True,0.017066267066267068,False,84.0,138.0,1000
MOp,Isocortex,36,33,30,1458,2.6286313329589794,130.0,,122.0,136.0,300,0.18181818181818182,True,0.28893587033121915,False,118.00000000000001,136.0,1000
SSp-un,Isocortex,5,5,4,67,1.9193390352094997,130.0,,,,0,0.35564435564435565,True,0.47036834133608324,False,42.0,132.0,1000
ILA,Isocortex,11,10,9,314,0.6345781229625247,136.0,,,,0,0.7612387612387612,True,0.8300741811380109,False,4.0,140.0,1000
AIp,Isocortex,6,6,5,93,3.2981069364410995,138.0,,,,0,0.024975024975024976,True,0.06918756918756919,False,32.0,140.0,1000
III,Midbrain,3,3,0,7,8.49061472488318,16.0,36.00000000000001,,,0,0.02197802197802198,False,,False,14.0,92.0,1000
DR,Midbrain,2,2,2,42,2.7676638540435303,44.0,,,,0,0.16183816183816183,True,0.2654145854145854,False,12.0,48.0,1000
PBG,Midbrain,3,3,2,14,11.716496550630193,44.0,44.0,,,0,0.03596403596403597,False,,False,30.0,120.0,1000
SCs,Midbrain,24,22,14,185,1.8561389063711111,44.0,44.0,24.0,62.0,300,0.003996003996003996,True,0.017066267066267068,False,24.0,124.0,1000
NOT,Midbrain,21,20,9,92,6.462915296960579,46.0,46.0,44.0,48.0,300,0.000999000999000999,True,0.005688755688755689,True,20.0,52.00000000000001,1000
OP,Midbrain,5,5,5,39,8.153922794418996,50.0,50.0,34.0,54.30000000000007,300,0.005994005994005994,True,0.0219423433709148,False,36.00000000000001,62.0,1000
PPT,Midbrain,12,12,6,70,5.790304731505114,50.0,,,,0,0.23776223776223776,True,0.35319752711057056,False,38.0,112.0,1000
SAG,Midbrain,4,4,3,51,4.865878994203082,50.0,50.0,,,0,0.002997002997002997,True,0.01396330941785487,False,48.0,54.0,1000
NB,Midbrain,4,4,2,23,7.391691213930212,52.00000000000001,52.00000000000001,,,0,0.023976023976023976,True,0.06732993034362897,False,34.0,52.00000000000001,1000
AT,Midbrain,2,2,1,23,4.58283445194497,62.0,90.0,,,0,0.027972027972027972,False,,False,10.0,62.0,1000
SNc,Midbrain,7,7,2,36,6.354288563594749,62.0,84.0,,,0,0.03396603396603397,True,0.08003490762111452,False,56.0,88.0,1000
IPN,Midbrain,2,2,1,10,4.461305430291872,68.0,,,,0,0.2097902097902098,False,,False,12.0,68.0,1000
IC,Midbrain,23,23,18,458,2.4048259454947605,98.0,,,,0,0.07892107892107893,True,0.14842955209927688,False,24.0,128.0,1000
PAG,Midbrain,50,47,38,733,2.740601668822335,102.00000000000001,102.00000000000001,,,0,0.000999000999000999,True,0.005688755688755689,True,38.0,110.0,1000
RN,Midbrain,22,22,18,429,7.91112483831332,106.0,,104.00000000000001,114.10000000000002,300,0.1878121878121878,True,0.29616537308845003,False,100.0,118.00000000000001,1000
MRN,Midbrain,128,110,99,2678,8.339588390663248,108.0,108.0,106.0,110.0,300,0.000999000999000999,True,0.005688755688755689,True,94.0,116.0,1000
RR,Midbrain,6,6,5,60,2.667324596474012,110.0,110.0,,,0,0.00999000999000999,True,0.034711051660204204,False,52.00000000000001,112.0,1000
CLI,Midbrain,6,6,6,89,1.8500299727396454,112.0,,,,0,0.8871128871128872,True,0.9278476625415402,False,42.0,136.0,1000
SCm,Midbrain,72,62,54,1666,6.597514286745147,112.0,112.0,110.0,116.0,300,0.000999000999000999,True,0.005688755688755689,True,96.0,120.0,1000
SNr,Midbrain,19,19,10,149,13.190895711870187,112.0,112.0,,,0,0.000999000999000999,True,0.005688755688755689,True,106.0,126.0,1000
Pa4,Midbrain,1,1,0,3,10.553344607125164,116.0,,,,0,0.23276723276723277,False,,False,,,0
APN,Midbrain,61,51,48,1543,4.648252749741072,118.00000000000001,118.00000000000001,114.0,124.0,300,0.000999000999000999,True,0.005688755688755689,True,104.00000000000001,124.0,1000
NPC,Midbrain,12,12,5,71,7.159619150558562,118.00000000000001,,,,0,0.029970029970029972,True,0.0767982017982018,False,90.0,118.00000000000001,1000
VTN,Midbrain,2,2,1,11,6.2197904267280135,122.0,,,,0,0.2517482517482518,False,,False,22.0,124.0,1000
DT,Midbrain,2,2,1,9,3.640973373324092,124.0,,,,0,0.25274725274725274,False,,False,10.0,124.0,1000
PPN,Midbrain,19,19,14,369,4.52591561816188,128.0,128.0,,,0,0.000999000999000999,True,0.005688755688755689,True,112.0,132.0,1000
RPF,Midbrain,4,4,4,42,8.298702110375606,128.0,,,,0,0.03196803196803197,True,0.07895718739092233,False,72.00000000000001,132.0,1000
VTA,Midbrain,7,7,0,17,6.594670410863201,128.0,,,,0,0.0999000999000999,False,,False,24.0,136.0,1000
IF,Midbrain,1,1,1,18,12.455185447485842,130.0,,,,0,0.01998001998001998,False,,False,,,0
CUN,Midbrain,10,10,8,100,5.285449991066981,136.0,136.0,,,0,0.005994005994005994,True,0.0219423433709148,False,10.0,138.0,1000
RL,Midbrain,1,1,1,12,4.337856985358534,138.0,,,,0,0.07292707292707293,False,,False,,,0
MOB,Olfactory areas,3,3,3,140,1.0561120043682655,12.0,,,,0,0.4045954045954046,True,0.5216481631575971,False,12.0,122.0,1000
PIR,Olfactory areas,29,29,24,614,0.3793828604238185,14.0,,,,0,0.5614385614385614,True,0.6576851719708862,False,4.0,122.0,1000
PAA,Olfactory areas,4,4,3,82,0.672142565768683,20.0,,,,0,0.28771228771228774,True,0.40397958206177387,False,4.0,22.0,1000
TR,Olfactory areas,5,5,3,37,0.8687423304210031,34.0,,,,0,0.977022977022977,True,0.9828162034044386,False,4.0,92.0,1000
DP,Olfactory areas,15,14,13,318,0.3762196848355681,98.0,,,,0,0.974025974025974,True,0.9828162034044386,False,10.0,122.04999999999995,1000
TTd,Olfactory areas,12,12,10,270,0.7270644077400199,102.00000000000001,,,,0,0.19480519480519481,True,0.30180345969819655,False,22.0,102.00000000000001,1000
COAp,Olfactory areas,15,15,9,121,1.0201808353749842,118.00000000000001,,,,0,0.7242757242757243,True,0.8025758025758026,False,4.0,122.0,1000
AON,Olfactory areas,15,15,14,428,1.6817279325396592,120.0,,,,0,0.06593406593406594,True,0.12872841444270017,False,8.0,136.0,1000
COAa,Olfactory areas,2,2,1,17,1.6173829048430168,138.0,,,,0,0.7762237762237763,False,,False,62.0,138.0,1000
PR,Thalamus,5,5,3,28,1.2227358106445336,4.0,,,,0,0.8991008991008991,True,0.9356126107395143,False,4.0,120.0,1000
SPA,Thalamus,4,4,1,25,1.4328573884614455,4.0,,,,0,0.40559440559440557,False,,False,4.0,94.0,1000
PT,Thalamus,1,1,0,4,1.2344131248019354,8.0,,,,0,0.5804195804195804,False,,False,,,0
RE,Thalamus,3,3,1,8,3.8396081882636492,12.0,,,,0,0.6023976023976024,False,,False,4.0,14.0,1000
RH,Thalamus,2,2,0,6,3.164599540125357,22.0,36.00000000000001,,,0,0.8011988011988012,False,,False,22.0,24.0,1000
SubG,Thalamus,1,1,1,7,2.310198186593378,22.0,,,,0,0.9500499500499501,False,,False,,,0
POL,Thalamus,18,17,11,166,1.7615968779544486,24.0,,,,0,0.19080919080919082,True,0.2985945352357566,False,14.0,112.0,1000
LGd,Thalamus,24,24,22,557,3.361013812053266,36.00000000000001,36.00000000000001,34.0,38.0,300,0.000999000999000999,True,0.005688755688755689,True,32.0,128.0,1000
SGN,Thalamus,10,10,9,131,1.569541978907326,50.0,64.0,,,0,0.10589410589410589,True,0.19042361147624304,False,50.0,102.00000000000001,1000
LP,Thalamus,78,72,58,1812,1.5364454233722076,52.00000000000001,52.00000000000001,48.0,56.0,300,0.000999000999000999,True,0.005688755688755689,True,46.0,60.0,1000
PF,Thalamus,8,8,5,150,8.272957347400006,52.00000000000001,52.00000000000001,,,0,0.000999000999000999,True,0.005688755688755689,True,4.0,84.0,1000
IntG,Thalamus,1,1,1,6,8.778789701786211,54.0,54.0,,,0,0.02097902097902098,False,,False,,,0
LD,Thalamus,22,22,17,581,1.3912262505219757,54.0,64.0,,,0,0.37962037962037964,True,0.49254542925429,False,44.0,138.0,1000
LGv,Thalamus,8,8,6,143,1.6282858544637402,54.0,54.0,8.0,70.0,300,0.04895104895104895,True,0.10563121089436879,False,10.0,72.00000000000001,1000
PVT,Thalamus,8,8,5,84,0.7616892994795852,60.0,,,,0,0.37162837162837165,True,0.48835779605010377,False,34.0,92.0,1000
IGL,Thalamus,3,3,2,16,2.767346008954574,62.0,,,,0,0.5014985014985015,False,,False,20.0,70.0,1000
VPLpc,Thalamus,11,11,5,80,1.1744353695155123,64.0,,,,0,0.7582417582417582,True,0.8300741811380109,False,4.0,128.0,1000
PCN,Thalamus,10,10,7,84,1.1876795772178372,74.0,,,,0,0.44155844155844154,True,0.5519480519480519,False,30.0,138.0,1000
AD,Thalamus,3,3,2,15,5.197864202056312,82.0,82.0,,,0,0.06493506493506493,False,,False,32.0,114.0,1000
CL,Thalamus,9,9,2,38,7.038790064362532,82.0,96.0,,,0,0.000999000999000999,True,0.005688755688755689,True,78.0,138.0,1000
IMD,Thalamus,1,1,0,1,3.016538546498423,88.0,,,,0,0.7312687312687313,False,,False,,,0
AV,Thalamus,9,9,8,203,1.5270565561227571,98.0,114.0,,,0,0.028971028971028972,True,0.07614180691103768,False,14.0,110.0,1000
VM,Thalamus,15,15,10,118,4.634389054073221,98.0,98.0,,,0,0.000999000999000999,True,0.005688755688755689,True,50.0,138.0,1000
PP,Thalamus,4,4,1,13,8.564579872067336,102.00000000000001,,,,0,0.23976023976023977,False,,False,50.0,106.0,1000
CM,Thalamus,6,6,5,65,3.0058529736902617,104.00000000000001,,,,0,0.32867132867132864,True,0.4475656793537588,False,48.0,136.0,1000
LH,Thalamus,13,13,6,76,1.6464031091111684,112.0,,,,0,0.44455544455544455,True,0.5523264614173705,False,26.000000000000004,138.0,1000
SPF,Thalamus,18,18,5,70,3.353671355384659,112.0,,,,0,0.030969030969030968,True,0.07742257742257741,False,10.0,122.0,1000
MH,Thalamus,8,8,3,38,2.9304646309560685,114.0,,,,0,0.18181818181818182,True,0.28893587033121915,False,6.0,138.0,1000
AM,Thalamus,8,8,5,128,1.4727799733377518,120.0,,,,0,0.04295704295704296,True,0.09571949789341094,False,44.0,122.0,1000
VAL,Thalamus,10,10,9,295,4.073801118673771,120.0,,,,0,0.3086913086913087,True,0.42470951866925016,False,102.00000000000001,134.0,1000
VPL,Thalamus,24,23,16,436,3.9819365247248633,122.0,146.0,,,0,0.006993006993006993,True,0.025150288308183045,False,104.00000000000001,130.0,1000
SMT,Thalamus,6,6,4,140,7.150471164932259,124.0,,,,0,0.056943056943056944,True,0.11878121878121878,False,34.0,126.0,1000
VPMpc,Thalamus,10,10,6,67,2.7399622927683147,124.0,136.0,,,0,0.004995004995004995,True,0.020077961254431845,False,44.0,138.0,1000
RT,Thalamus,25,25,20,421,5.40445221221005,128.0,,,,0,0.03396603396603397,True,0.08003490762111452,False,80.0,136.0,1000
VPM,Thalamus,39,37,34,1310,2.0198416025633295,128.0,128.0,,,0,0.002997002997002997,True,0.01396330941785487,False,44.0,136.0,1000
MD,Thalamus,21,21,17,604,2.788743261338539,130.0,130.0,,,0,0.000999000999000999,True,0.005688755688755689,True,114.0,136.0,1000
Eth,Thalamus,20,20,15,366,1.9657917480148641,132.0,,,,0,0.057942057942057944,True,0.11878121878121878,False,60.0,138.0,1000
IAD,Thalamus,2,2,2,23,1.6207117766530699,132.0,,,,0,0.8111888111888111,True,0.8706476769303995,False,70.0,132.0,1000
MG,Thalamus,16,16,14,332,1.566914417614063,132.0,,,,0,0.15984015984015984,True,0.2654145854145854,False,44.0,138.0,1000
PO,Thalamus,52,50,44,2329,0.9563380881281152,136.0,,,,0,0.2977022977022977,True,0.4151630682242928,False,81.80000000000018,140.0,1000
PoT,Thalamus,19,19,13,228,2.4214014305251466,136.0,,,,0,0.04495504495504495,True,0.0990944539331636,False,38.0,140.0,1000
IAM,Thalamus,1,1,1,7,2.5557572242516757,138.0,,,,0,0.7012987012987013,False,,False,,,0
PIL,Thalamus,6,6,1,11,8.92918999455197,138.0,,,,0,0.09090909090909091,False,,False,84.0,142.00000000000003,1000
